,psi_00,psi_01,psi_02,psi_03,psi_04,psi_05,psi_06,psi_07,psi_08,psi_squared_0,psi_squared_1,psi_squared_2,psi_squared_3,psi_squared_4,psi_squared_5,psi_squared_6,psi_squared_7,psi_squared_8,v_ev,z_ang
30,(6.11036285674002e-13-7.99204055172132e-15j),(-1.537098597160822e-12-3.387073005864556e-15j),(6.064151205623732e-12+6.867685061207934e-15j),(-1.8032345990634336e-11+5.574193100680905e-16j),(1.1587948679779855e-10-2.7071199121541402e-15j),(-5.39357831108609e-10-2.61029970131772e-15j),(8.685526899572749e-09+6.1124534623707324e-15j),(-1.0144563732327756e-07-2.7404824448724833e-15j),(0.0002136188701422336+5.5086068675263726e-14j),3.7342921512246093e-25,2.3626835696573142e-24,3.6773977009765866e-23,3.251655022366625e-22,1.3428055467849667e-20,2.9090686998499643e-19,7.543837752323916e-17,1.0291217331925974e-14,4.563302168084446e-08,1.0,-72.80166096726917
31,(6.295086333736901e-13-7.900510554370167e-15j),(-1.586933027937036e-12-3.4672904244509433e-15j),(6.2411818032894934e-12+6.801069313682117e-15j),(-1.8799249620033716e-11+5.796896066877618e-16j),(1.1892153587386858e-10-2.644876004123558e-15j),(-5.624532873781123e-10-2.7637582580744387e-15j),(8.87002155824065e-09+6.025859713215373e-15j),(-1.054887776606334e-07-2.7456675178001383e-15j),(0.00021527132667659282+5.485684532407899e-14j),3.9634353755903076e-25,2.5183684572602963e-24,3.89523965562557e-23,3.5341178661237785e-22,1.414233170159518e-20,3.163537004900838e-19,7.86772824436902e-17,1.1127882212334558e-14,4.6341744089100345e-08,1.0,-72.72838299951148
32,(6.50077945208534e-13-7.78193607334342e-15j),(-1.6816451366196028e-12-3.55844633011139e-15j),(6.4298619096419025e-12+6.717036895664772e-15j),(-1.967466478449586e-11+6.099692148468133e-16j),(1.2210171555851368e-10-2.5456161668607628e-15j),(-5.862406772561153e-10-2.9435451657977742e-15j),(9.062042116179796e-09+5.932594572385981e-15j),(-1.09604523047081e-07-2.7202834905078894e-15j),(0.00021698060228780006+5.463125228044936e-14j),4.226618933755994e-25,2.8279430280566467e-24,4.1343169295648477e-23,3.870924347543439e-22,1.490882894881234e-20,3.436781316783732e-19,8.212060731545159e-17,1.2013151472378116e-14,4.7080581769176463e-08,1.0,-72.65510503175379
33,(6.703231807679448e-13-7.692704391953296e-15j),(-1.735935878870162e-12-3.650508132017257e-15j),(6.6231560613415735e-12+6.659425093606806e-15j),(-2.0488458845516338e-11+6.372795494300843e-16j),(1.254114242898912e-10-2.451573309018235e-15j),(-6.104896649311636e-10-3.0952142663299048e-15j),(9.261729381122766e-09+5.872274549300169e-15j),(-1.1379533831655718e-07-2.723963104246198e-15j),(0.00021874703414522737+5.441801717398576e-14j),4.493923443757167e-25,3.0134867017583437e-24,4.38662405608282e-23,4.1977694627054182e-22,1.572802534842932e-20,3.726976309973447e-19,8.577963112918716e-17,1.2949379022579713e-14,4.785026494733327e-08,1.0,-72.58182706399609
34,(6.927797603244284e-13-7.600184566783966e-15j),(-1.8353092416938095e-12-3.722780748236997e-15j),(6.828843307405438e-12+6.589327073902114e-15j),(-2.1412833417523984e-11+6.58001280649343e-16j),(1.2886675901507427e-10-2.3637618263241555e-15j),(-6.354785820638429e-10-3.2627380667174174e-15j),(9.469263944468836e-09+5.772899138553057e-15j),(-1.1806438950734263e-07-2.7106921249927428e-15j),(0.000220570970385564+5.418169057912702e-14j),4.800015591206217e-25,3.368373871743205e-24,4.6633144336327324e-23,4.585094353995975e-22,1.6606641584636592e-20,4.038330282725177e-19,8.966695965005084e-17,1.3939200069741522e-14,4.8651552976829345e-08,1.0,-72.5085490962384
35,(7.148741369848399e-13-7.540190494161987e-15j),(-1.8944518824265977e-12-3.824615250006803e-15j),(7.039487792284171e-12+6.544080801343319e-15j),(-2.2277655862037296e-11+6.702764107113484e-16j),(1.3245866043949218e-10-2.2622295398053468e-15j),(-6.609780466553807e-10-3.421426406551763e-15j),(9.684798129291942e-09+5.695197840865107e-15j),(-1.2241423900268472e-07-2.718829976656411e-15j),(0.00022245277007314725+5.3942212089037696e-14j),5.11101886202508e-25,3.5889625625114896e-24,4.955443120271141e-23,4.962939511566351e-22,1.754529673054237e-20,4.368919781720688e-19,9.379531480516913e-17,1.4985245910606423e-14,4.948523491321651e-08,1.0,-72.43527112848071
36,(7.393514274352009e-13-7.464716086783576e-15j),(-1.9989154491589095e-12-3.913893410604769e-15j),(7.26325942400463e-12+6.498243578226089e-15j),(-2.3255299413558656e-11+6.855944418196403e-16j),(1.3620426494600747e-10-2.1616806033790793e-15j),(-6.872678496993498e-10-3.555266615275511e-15j),(9.908526427444595e-09+5.61699141516139e-15j),(-1.2684815455095372e-07-2.718322561462347e-15j),(0.00022439280331523406+5.376380344398884e-14j),5.4669625523672555e-25,3.995678291447794e-24,5.275497968756167e-23,5.408089512843012e-22,1.8551601794155066e-20,4.72337097243008e-19,9.817889596339948e-17,1.6090454312982648e-14,5.035213017966932e-08,1.0,-72.361993160723
37,(7.634283883688502e-13-7.417093053959949e-15j),(-2.0633580025756254e-12-4.034764395709883e-15j),(7.492312421705623e-12+6.44035045076494e-15j),(-2.417551702021912e-11+6.943636387943868e-16j),(1.400940936518026e-10-2.08249404891063e-15j),(-7.141196774674586e-10-3.7033492638655666e-15j),(1.0140613206837743e-08+5.514784675391373e-15j),(-1.3136880342333184e-07-2.72443153818467e-15j),(0.0002263914512198732+5.3507715733109074e-14j),5.828779174368312e-25,4.257462526116603e-24,5.61347869025583e-23,5.8445562367704515e-22,1.9626355080456814e-20,5.09966913759942e-19,1.0283203621072246e-16,1.725776251287801e-14,5.125308918544023e-08,1.0,-72.28871519296531
38,(7.900407695750059e-13-7.372623462838431e-15j),(-2.1733693196353578e-12-4.133346869940195e-15j),(7.73527428449707e-12+6.414868877730659e-15j),(-2.5210910743326575e-11+7.131435989574086e-16j),(1.4414628423093235e-10-1.966293668880037e-15j),(-7.418147230573675e-10-3.837532554626318e-15j),(1.0381267408353913e-08+5.456112448376686e-15j),(-1.359795624932483e-07-2.7168856176870905e-15j),(0.00022844910601795476+5.3303187812984106e-14j),6.242187731673923e-25,4.723551284088606e-24,5.983450940694438e-23,6.355900210165531e-22,2.0778151261451043e-20,5.502890833594056e-19,1.0777071300378095e-16,1.8490441415855228e-14,5.2188994040402733e-08,1.0,-72.21543722520762
39,(8.162718845747697e-13-7.330773814676262e-15j),(-2.2435740982632873e-12-4.249575748898908e-15j),(7.98393697189537e-12+6.3593814857295434e-15j),(-2.619124306551841e-11+7.600307171939522e-16j),(1.483510717178517e-10-1.8606209956835433e-15j),(-7.701259985403896e-10-3.954971847085146e-15j),(1.0630665955155527e-08+5.3856798364350504e-15j),(-1.4068321129661653e-07-2.7048079178790286e-15j),(0.00023056617101839292+5.305796902362738e-14j),6.66353529791968e-25,5.033642793291969e-24,6.374329001293067e-23,6.859812138947129e-22,2.2008040483297085e-20,5.930940536434739e-19,1.1301105865013178e-16,1.979176594072846e-14,5.316075921808281e-08,1.0,-72.14215925744993
40,(8.451909263295964e-13-7.282205680035285e-15j),(-2.359666969805656e-12-4.325314399616901e-15j),(8.247376040991576e-12+6.310644376948749e-15j),(-2.7289259064725945e-11+7.626133452275964e-16j),(1.5272765229451992e-10-1.7684437626594973e-15j),(-7.993362421903819e-10-4.032774694455085e-15j),(1.0889032809582806e-08+5.278145944651868e-15j),(-1.4548324330415216e-07-2.7324806524842177e-15j),(0.0002327430607372175+5.279471382724129e-14j),7.1440073246944765e-25,5.568046916736462e-24,6.801925138575436e-23,7.447036608833063e-22,2.3325735778523166e-20,6.38938428095304e-19,1.1857103552819866e-16,2.116537408229514e-14,5.416933232132811e-08,1.0,-72.06888128969223
41,(8.737096385677116e-13-7.23962680088712e-15j),(-2.436153479474428e-12-4.432138440168972e-15j),(8.516935393353656e-12+6.277838866953401e-15j),(-2.833464494815554e-11+8.088705478183779e-16j),(1.5726570790160624e-10-1.6616281244833059e-15j),(-8.292197060353304e-10-4.1367045962200494e-15j),(1.115655821805774e-08+5.185193003662263e-15j),(-1.5038255827542445e-07-2.7269822663381057e-15j),(0.00023498020085004547+5.252949249476131e-14j),7.6342094472233725e-25,5.934863419406514e-24,7.253822790582103e-23,8.028521049923079e-22,2.4732502884554346e-20,6.87605320894432e-19,1.2446879127293857e-16,2.2614913833461438e-14,5.521569479152771e-08,1.0,-71.99560332193454
42,(9.05087847353766e-13-7.185693627870509e-15j),(-2.558799750243776e-12-4.5146540153078776e-15j),(8.802157710306686e-12+6.227000358922793e-15j),(-2.950039368939607e-11+8.22653426377604e-16j),(1.6198574116793704e-10-1.5467658688005976e-15j),(-8.600608547494441e-10-4.2233117763123885e-15j),(1.1433481755886349e-08+5.091498473054928e-15j),(-1.553847742755319e-07-2.750721265525155e-15j),(0.00023727802832791968+5.2310297390344926e-14j),8.192356456203876e-25,6.5474765439484896e-24,7.747801913264492e-23,8.70273228506118e-22,2.6239380344118378e-20,7.397046738901807e-19,1.307245050622119e-16,2.4144428076658006e-14,5.6300862727185056e-08,1.0,-71.92232535417685
43,(9.360847899334288e-13-7.149274643180825e-15j),(-2.6420684323489054e-12-4.619014985130165e-15j),(9.093976968057725e-12+6.2180004743670515e-15j),(-3.0616096151194943e-11+8.427669584270773e-16j),(1.6687695722924198e-10-1.4490429508380034e-15j),(-8.916353233893294e-10-4.2946506520121494e-15j),(1.172000748885409e-08+4.9870126704999714e-15j),(-1.6049291911302085e-07-2.775256040432746e-15j),(0.0002396369913873659+5.2090399116863716e-14j),8.76305846072635e-25,6.980546936514036e-24,8.270045575909429e-23,9.3734534424947e-22,2.784791885618998e-20,7.950135499340379e-19,1.373585755388208e-16,2.5757977085418664e-14,5.7425887641188484e-08,1.0,-71.84904738641914
44,(9.700746722332679e-13-7.096390560261901e-15j),(-2.7718305031516205e-12-4.7059498226992e-15j),(9.402545969495825e-12+6.1864758800685964e-15j),(-3.185497413383946e-11+8.659822254741536e-16j),(1.7196104119142399e-10-1.3387122673018977e-15j),(-9.24229474715877e-10-4.370500145504372e-15j),(1.2016391344619066e-08+4.895464622010778e-15j),(-1.657107435780719e-07-2.810684382660952e-15j),(0.00024205754963284887+5.186201699921351e-14j),9.41095228467466e-25,7.683066484165499e-24,8.8407908980966e-23,1.0147393778175062e-21,2.957059968943077e-20,8.542001219526872e-19,1.4439366094705998e-16,2.7460050537197503e-14,5.859185733425909e-08,1.0,-71.77576941866145
45,(1.0037595415679936e-12-7.056471021169454e-15j),(-2.8624771212591957e-12-4.793746871269305e-15j),(9.718150436611145e-12+6.156250251838628e-15j),(-3.304658036238066e-11+9.162336885781851e-16j),(1.7722687396360318e-10-1.2397378229674392e-15j),(-9.576203935810617e-10-4.439025972136498e-15j),(1.2322852000188335e-08+4.809769950360067e-15j),(-1.7104141196428662e-07-2.822436664104666e-15j),(0.00024454017400435033+5.163077091791631e-14j),1.007583011072061e-24,8.193798249741399e-24,9.444248580802256e-23,1.0920764744867671e-21,3.1409364856447835e-20,9.170368182220523e-19,1.5185268141856883e-16,2.925516460673682e-14,5.979989670207794e-08,1.0,-71.70249145090376
46,(1.0405326671744937e-12-7.007132715866721e-15j),(-2.9999221590101957e-12-4.885098748006999e-15j),(1.0051515161334572e-11+6.1480535083943544e-15j),(-3.436439406726206e-11+9.392141646715717e-16j),(1.826971324065282e-10-1.1188418779799084e-15j),(-9.920963885230212e-10-4.518000492337417e-15j),(1.2639662434411603e-08+4.751991953899981e-15j),(-1.7648881631843675e-07-2.8688589969488355e-15j),(0.00024708534692661577+5.142738538621181e-14j),1.0827573313661635e-24,8.999556824310173e-24,1.0103299483710072e-22,1.180911580492199e-21,3.33782421908203e-20,9.842552441408338e-19,1.5976106645589843e-16,3.114830228548291e-14,6.105116866584607e-08,1.0,-71.62921348314607
47,(1.0769817165055608e-12-6.973687696560743e-15j),(-3.098571073337478e-12-4.984993272847213e-15j),(1.0392601738621384e-11+6.116065305829838e-15j),(-3.5637901232342286e-11+9.64900316494667e-16j),(1.883604780993221e-10-9.98595595519916e-16j),(-1.0274362517185926e-09-4.556832708663306e-15j),(1.2967056612890152e-08+4.653244201126162e-15j),(-1.8205626593160128e-07-2.8978235138792326e-15j),(0.0002496935622540184+5.117815006534507e-14j),1.1599382500073533e-24,9.6011675466817e-24,1.0800620830385104e-22,1.2700600051772162e-21,3.547966971080239e-20,1.0556252513663157e-18,1.6814455720191983e-16,3.314448396495793e-14,6.234687503110136e-08,1.0,-71.55593551538837
48,(1.1167859084528767e-12-6.920738852858304e-15j),(-3.2443901637734245e-12-5.082205595371686e-15j),(1.0752516286196036e-11+6.091024026934636e-15j),(-3.7040800380394655e-11+9.945777086791308e-16j),(1.942408752775434e-10-8.848021223629614e-16j),(-1.063930361478901e-09-4.577575916279278e-15j),(1.330532532890161e-08+4.527149758611498e-15j),(-1.8774780290585784e-07-2.9576837901765136e-15j),(0.00025236532542662104+5.0946576749894153e-14j),1.2472586619451865e-24,1.0526093363603462e-23,1.156166435854847e-22,1.3720208938094298e-21,3.772951762936905e-20,1.131947814097579e-18,1.7703168210793123e-16,3.524923749597685e-14,6.368825747768434e-08,1.0,-71.48265754763068
49,(1.1563041507453986e-12-6.876154640926121e-15j),(-3.351670500646205e-12-5.130410665001734e-15j),(1.1120820006869251e-11+6.0732963713755014e-15j),(-3.840259656436697e-11+1.0279332067356424e-15j),(2.0032647057089492e-10-7.816441057433678e-16j),(-1.1013591505385506e-09-4.600000302375959e-15j),(1.3654718720327792e-08+4.4144523738414514e-15j),(-1.935668905765983e-07-3.0220118363466546e-15j),(0.0002551011534125968+5.070289436847726e-14j),1.3370865705336836e-24,1.1233721466015573e-23,1.2367267451011222e-22,1.4747594239421762e-21,4.01306948120026e-20,1.2129919784961575e-18,1.8645134333128972e-16,3.7468141127492794e-14,6.507659847243724e-08,1.0,-71.40937957987299
50,(1.199349105447046e-12-6.820723034307402e-15j),(-3.506492770092889e-12-5.2055113338643245e-15j),(1.1509048010044686e-11+6.027691785458417e-15j),(-3.989717899590454e-11+1.0742873705901737e-15j),(2.0664251558964888e-10-6.790157807512645e-16j),(-1.1400153245111473e-09-4.623057644783455e-15j),(1.4015546208198803e-08+4.295024437575968e-15j),(-1.99517730205299e-07-3.0636679975808522e-15j),(0.00025790157487081626+5.048252649555109e-14j),1.4384847989993403e-24,1.229551864406195e-23,1.324582224305818e-22,1.5917848929853394e-21,4.270112924967935e-20,1.2996349401416292e-18,1.964355355141743e-16,3.9807324666274494e-14,6.651322232084725e-08,1.0,-71.33610161211529
51,(1.2421271738042188e-12-6.7847428589166015e-15j),(-3.623100381356359e-12-5.2579474485254815e-15j),(1.1906437371530887e-11+6.008299905339625e-15j),(-4.13540241246733e-11+1.1255676868133612e-15j),(2.131769090251651e-10-5.653044422298628e-16j),(-1.1796811856042217e-09-4.616153053414943e-15j),(1.4388074853391513e-08+4.174667936098914e-15j),(-2.0560394842844654e-07-3.1254588211195127e-15j),(0.0002607671300905949+5.027138875872293e-14j),1.5429259486385175e-24,1.3126884019395967e-23,1.4176328698185509e-22,1.7101553125709645e-21,4.54443945418431e-20,1.391647699689891e-18,2.0701669798681463e-16,4.227298360936732e-14,6.799949613568524e-08,1.0,-71.2628236443576
52,(1.288603524363393e-12-6.7308046023695445e-15j),(-3.787688407178373e-12-5.3404297269022465e-15j),(1.2325076123356957e-11+5.977475920942565e-15j),(-4.294729766126564e-11+1.174780924104535e-15j),(2.1995610880519693e-10-4.586296042923276e-16j),(-1.2206518621149196e-09-4.623994360633572e-15j),(1.4772633694511872e-08+4.052068766796772e-15j),(-2.1182991528633554e-07-3.185896850960274e-15j),(0.00026369837116128496+5.008855873717053e-14j),1.660544346732353e-24,1.4346611990063112e-23,1.5190753717676215e-22,1.844470377785463e-21,4.8380689800933966e-20,1.4899909685060021e-18,2.182307062722439e-16,4.48719130102161e-14,6.95368309531148e-08,1.0,-71.1895456765999
53,(1.3348892418193713e-12-6.700307339707357e-15j),(-3.914366805763012e-12-5.426818129187507e-15j),(1.2753629352355003e-11+5.950673948161287e-15j),(-4.450640931439222e-11+1.2467073595827787e-15j),(2.269678085957832e-10-3.635574991812952e-16j),(-1.262711525723791e-09-4.6180588307233154e-15j),(1.516950755201113e-08+3.928812738123464e-15j),(-2.1819943041231182e-07-3.234102978929744e-15j),(0.0002666958619091904+4.988040203480437e-14j),1.7819741820435424e-24,1.5322296940414333e-23,1.6265509706777154e-22,1.980820471614498e-21,5.151438613890424e-20,1.5944403972170307e-18,2.301139593705382e-16,4.761099143225732e-14,7.112668275948596e-08,1.0,-71.1162677088422
54,(1.3850638745805475e-12-6.646551317544706e-15j),(-4.089445036456722e-12-5.461702330404048e-15j),(1.3204747546363258e-11+5.9192495169846874e-15j),(-4.620585850030912e-11+1.2816088891583855e-15j),(2.342397060185432e-10-2.514003709961901e-16j),(-1.3061578609451595e-09-4.62129953754617e-15j),(1.5579045953234618e-08+3.832805568070831e-15j),(-2.2471704239759645e-07-3.326696619569583e-15j),(0.0002697601780739711+4.9731561253052173e-14j),1.9184461133124955e-24,1.6723590536392868e-23,1.7436539280070134e-22,2.1349813613931098e-21,5.486823987571676e-20,1.7060483577301909e-18,2.4270667281301055e-16,5.0497749143923173e-14,7.277055367450061e-08,1.0,-71.04298974108451
55,(1.4351050641694863e-12-6.588948879739741e-15j),(-4.227042589680641e-12-5.538727297555313e-15j),(1.3666666800534625e-11+5.871939863508875e-15j),(-4.7874969117636674e-11+1.3537284465774537e-15j),(2.4175924680138544e-10-1.47377487771766e-16j),(-1.3507773286102194e-09-4.584779918371671e-15j),(1.600155256641726e-08+3.702211911643633e-15j),(-2.313867339880526e-07-3.4179248195329482e-15j),(0.00027289190724274516+4.954302735803507e-14j),2.059569959452245e-24,1.7867919732474093e-23,1.867778159165131e-22,2.2920126698472465e-21,5.844753341399492e-20,1.824599391508381e-18,2.5604968453582847e-16,5.3539820665657826e-14,7.446999303858303e-08,1.0,-70.96971177332682
56,(1.4893401820287361e-12-6.515854554820492e-15j),(-4.4135308841920875e-12-5.552997515012287e-15j),(1.4152619124703958e-11+5.803880871494929e-15j),(-4.968857428837886e-11+1.4591840815406154e-15j),(2.4955546838896804e-10-7.765408224805779e-17j),(-1.3968703220605004e-09-4.5153581997007365e-15j),(1.6437398289540122e-08+3.5514570412700003e-15j),(-2.3821324261326244e-07-3.484518657540337e-15j),(0.0002760916490334518+4.936653444259767e-14j),2.218176634165968e-24,1.9479285701498795e-23,2.0029666177396936e-22,2.468954416940963e-21,6.227793180284326e-20,1.951246696673795e-18,2.7018806252898917e-16,5.674554895632504e-14,7.622659866601071e-08,1.0,-70.89643380556913
57,(1.543479983336388e-12-6.4331361444586175e-15j),(-4.562900725481924e-12-5.625195125486864e-15j),(1.4650373489855526e-11+5.746451123643865e-15j),(-5.147595977355142e-11+1.5230893353812143e-15j),(2.576155638030894e-10+1.0666756770790041e-17j),(-1.4442255340489664e-09-4.4701984434094555e-15j),(1.6886906773340767e-08+3.4453394292346596e-15j),(-2.452007446289894e-07-3.590443052110544e-15j),(0.000279360015026194+4.9169578165300054e-14j),2.3823718442007498e-24,2.082009467342367e-23,2.1463347641396216e-22,2.6497744369280847e-21,6.636577871358373e-20,2.085787393219005e-18,2.8516762037151413e-16,6.01234051666109e-14,7.804201799543532e-08,1.0,-70.82315583781143
58,(1.6019662193969077e-12-6.333998003126467e-15j),(-4.761628386695103e-12-5.6739179904605844e-15j),(1.517355276491585e-11+5.671930982335047e-15j),(-5.3412263797479e-11+1.5874599270478803e-15j),(2.659700199771615e-10+1.3168469727707688e-16j),(-1.493146181201945e-09-4.43710877504602e-15j),(1.7350471391340694e-08+3.3241275375644932e-15j),(-2.523541772777125e-07-3.683779806304739e-15j),(0.0002826976289531319+4.9001728727198726e-14j),2.5663358876195254e-24,2.2673137086325975e-23,2.302367356804865e-22,2.8528699264915144e-21,7.0740051526669e-20,2.2294855184576397e-18,3.010388575017429e-16,6.368263078951113e-14,7.991794941572265e-08,1.0,-70.74987787005374
59,(1.6604524554574273e-12-6.247896196742038e-15j),(-4.9236665444542574e-12-5.716708192048428e-15j),(1.5709601793785275e-11+5.622484986433688e-15j),(-5.532669584561632e-11+1.6336988316561726e-15j),(2.746057629224085e-10+2.7604060532736558e-16j),(-1.543423493414318e-09-4.416014510071787e-15j),(1.7828436602030275e-08+3.1786940094629144e-15j),(-2.5967792123242466e-07-3.744441585048727e-15j),(0.0002861051266272764+4.8809237261346937e-14j),2.757141393041485e-24,2.4242524921730682e-23,2.4679162013163896e-22,3.06104327586231e-21,7.540832503027424e-20,2.3821560800427584e-18,3.1785315167262296e-16,6.743262277559334e-14,8.185614348240987e-08,1.0,-70.67659990229605
60,(1.7235520126152893e-12-6.12277131307434e-15j),(-5.135634455160199e-12-5.758326454321014e-15j),(1.6272810765811058e-11+5.553887870411573e-15j),(-5.739476598571693e-11+1.6652432876047564e-15j),(2.8355472906043495e-10+4.085866013785028e-16j),(-1.5953638730458687e-09-4.3899357727133325e-15j),(1.8321219481017348e-08+3.0832235021432907e-15j),(-2.671771244753216e-07-3.818298857205668e-15j),(0.00028958315613909736+4.865122694294898e-14j),2.9706690285187662e-24,2.6374774415352143e-23,2.648044010655667e-22,3.2941591653282447e-21,8.040328437270361e-20,2.5451858874391862e-18,3.3566708327161914e-16,7.13836158429015e-14,8.385840431948084e-08,1.0,-70.60332193453834
61,(1.7867278230144296e-12-6.022687273148103e-15j),(-5.3113513443967564e-12-5.8268983464275065e-15j),(1.685001440339498e-11+5.493886222096189e-15j),(-5.944567416899698e-11+1.6873249044381773e-15j),(2.9280372043420317e-10+5.425090132574428e-16j),(-1.6487610680569827e-09-4.3829843497558784e-15j),(1.8829186484717594e-08+2.98268930641139e-15j),(-2.748563836296344e-07-3.900832307795242e-15j),(0.00029313237778249695+4.8450594358555424e-14j),3.1924325862958732e-24,2.821048705636957e-23,2.83923015577404e-22,3.5337881802536205e-21,8.573401870040534e-20,2.7184130595596134e-18,3.5453826367628056e-16,7.554603162196075e-14,8.592659090442051e-08,1.0,-70.53004396678065
62,(1.8547838408553864e-12-5.893996658754718e-15j),(-5.537550855169433e-12-5.90320668404614e-15j),(1.745598908642026e-11+5.429443587136034e-15j),(-6.165528323777929e-11+1.6852029299255346e-15j),(3.023859989843772e-10+7.053595564031663e-16j),(-1.7039246474646907e-09-4.347461700508778e-15j),(1.9352779522563087e-08+2.9040903430184814e-15j),(-2.8272106924114567e-07-3.9847831248934054e-15j),(0.000296753464258267+4.82699802083007e-14j),3.440257835494872e-24,3.0664504321436875e-23,3.047115844640808e-22,3.801373953970697e-21,9.14372923822773e-20,2.9033592042565713e-18,3.745300752489456e-16,7.993120299285672e-14,8.806261854928255e-08,1.0,-70.45676599902296
63,(1.923030491799539e-12-5.7674443444712026e-15j),(-5.728042680844998e-12-5.9767323076455026e-15j),(1.8077312142343282e-11+5.358415003364879e-15j),(-6.38527264021259e-11+1.693471525062428e-15j),(3.122883739065289e-10+8.696324583686043e-16j),(-1.7606513351251083e-09-4.331327391856298e-15j),(1.989238828438452e-08+2.8288256131561807e-15j),(-2.907760055449605e-07-4.064991182434622e-15j),(0.0003004471005970744+4.805373304785905e-14j),3.698079535805044e-24,3.281050867491103e-23,3.2678924300432316e-22,4.0771706718525914e-21,9.752402847794028e-20,3.099893123896587e-18,3.957071116567266e-16,8.455068540068293e-14,9.026846025718856e-08,1.0,-70.38348803126527
64,(1.9964432998403023e-12-5.602887864029148e-15j),(-5.969684383250701e-12-6.004714582230977e-15j),(1.872920800899571e-11+5.278275098222025e-15j),(-6.6214286020083e-11+1.689687381341913e-15j),(3.2254560431053726e-10+1.0336991444063088e-15j),(-1.8192542482374229e-09-4.29681523073637e-15j),(2.0448480791859924e-08+2.7319364855771853e-15j),(-2.9902679777969576e-07-4.125493541930773e-15j),(0.00030421398436986775+4.783438221845297e-14j),3.9858172418296526e-24,3.5637167692224514e-23,3.5078326050441705e-22,4.384331676004403e-21,1.0403566686111822e-19,3.309686019748373e-18,4.181403666950717e-16,8.941702579037906e-14,9.254614828619014e-08,1.0,-70.31021006350757
65,(2.070161120846179e-12-5.480627413055383e-15j),(-6.176056882543934e-12-6.071487848861811e-15j),(1.939787268794228e-11+5.192344703939054e-15j),(-6.856906669872149e-11+1.6923862870946923e-15j),(3.33144339662815e-10+1.197813238999734e-15j),(-1.8795329911721214e-09-4.267597039107067e-15j),(2.102147122519162e-08+2.6579912902154732e-15j),(-3.074785103510182e-07-4.198796190873578e-15j),(0.0003080548256079033+4.7617052403238177e-14j),4.285597103539949e-24,3.8143715479383e-23,3.7627749177806063e-22,4.7017169107978874e-21,1.1098515105080782e-19,3.532644264922634e-18,4.4190225247156643e-16,9.454303432768122e-14,9.489777558031573e-08,1.0,-70.23693209574988
66,(2.1492738586725012e-12-5.345562289366694e-15j),(-6.434170256024867e-12-6.115754921189275e-15j),(2.0099054940219894e-11+5.108795117483504e-15j),(-7.109375124285958e-11+1.6904820371519769e-15j),(3.4412093160345597e-10+1.3629713569023991e-15j),(-1.941804381920626e-09-4.226785347600792e-15j),(2.161185501103619e-08+2.561486266650688e-15j),(-3.161369957967801e-07-4.256417555147214e-15j),(0.000311970347019834+4.739635180989931e-14j),4.619406694609172e-24,4.139858428597336e-23,4.039720355897652e-22,5.054321468639328e-21,1.1841921556948813e-19,3.77060425766401e-18,4.670722770180567e-16,9.994260011141339e-14,9.732549741967564e-08,1.0,-70.16365412799219
67,(2.2288441159464936e-12-5.250511411486696e-15j),(-6.657643552719119e-12-6.202108876191394e-15j),(2.081851224251407e-11+5.04382485602476e-15j),(-7.361740612169581e-11+1.6991255075568012e-15j),(3.5546201767961914e-10+1.5093864400341704e-15j),(-2.0058712105878703e-09-4.2009621293361624e-15j),(2.2220072289198647e-08+2.4543167602549896e-15j),(-3.250075715859031e-07-4.3166871456582e-15j),(0.0003159612839089767+4.718292152798606e-14j),4.967773661059388e-24,4.432425614121697e-23,4.334104774318775e-22,5.4195224869737225e-21,1.2635324601514409e-19,4.023519313482895e-18,4.937316125372196e-16,1.0562992158816598e-13,9.983153292940898e-08,1.0,-70.09037616023448
